island,대분류,중분류,소분류,Question,Answer
금오도,자연환경,지형 및 지질,최고점,금오도에서 가장 높은 곳은 어디야?,매봉산(382m)
금오도,자연환경,지형 및 지질,해안선,금오도의 해안선은 어떤 특징을 가지고 있어?,"금오도는 주로 암석해안으로 이루어져 다양한 해식애와 파식대, 해식동 등 다양한 해안경관을 제공한다. 남쪽 해안과 바다로 돌출된 부분에는 크고 작은 해식애가 연속적으로 분포하여 암석해안을 이루고 있다."
금오도,자연환경,지형 및 지질,해수욕장,금오도에 있는 대표적인 해수욕장 이름이 뭐야?,직포해수욕장
금오도,자연환경,생태계,식물상,금오도에는 어떤 식물들이 주로 서식해? 대표적인 식물 군락이 있어?,"금오도에 출현하는 관속식물은 45목, 133과, 445속, 636종, 3아종, 101변종, 9품종, 총 759종이 보고되었다. 주로 곰솔군락, 소나무군락, 떡갈나무군락, 칡군락, 후박나무군락, 동백군락, 다정큼나무군락, 까마귀쪽나무군락 등이 있으며 아직은 곰솔군락이 전 지역에서 고루 분포하고, 도서지역에서는 드물게 소나무(참솔)군락이 있는 곳이 있는 것이 특징이다. 특이한 것은 우리나라 전역에 흔치 않은 붓순나무와 금오도 특산종인 금오치자가 있다. 또한 금오도 장지마을 돋을볕팬션 마당에 자라는 동백에서는 온화한 이 지역의 기후에서는 잘 보이지 않는 동백 겨우살이가 열린다."
금오도,자연환경,생태계,동물상,금오도에서 볼 수 있는 동물에는 무엇이 있어?,"금오도에 분포하는 포유류는 5목 9과 12종이 서식하고, 조류는 58종, 양서류와 파충류는 15종, 곤충 중 나비목은 12과 76종, 딱정벌레목은 11과 17종이 확인되었다."
금오도,자연환경,생태계,해양 생물,금오도 주변 바다의 해양 생태계는 어때? 어떤 어종이 주로 잡혀?,"해조류는 우뭇가사리 등 총 69종으로 녹조류 4종, 갈조류 19종, 홍조류 46종으로 출현하였다. 무척추동물은 총 5문 9강 24목 65과에 속하는 158종의 무척추동물이 동정(同定)되었으며, 분류군별로 살펴보면 연체동물이 100종, 절지동물이 38종, 극피동물 12종, 해명동물 5종, 자포동물이 3종 등의 순으로 나타났다."
금오도,자연환경,생태계,생태계 특징,금오도의 생태계가 다른 섬과 구별되는 특별한 점이 있다면 알려줘.,"남면의 금오도지역은 다도해해상국립공원의 금오열도 지구로 국립공원법에 따라 자연환경을 보호받고 있어서 비교적 산림이 잘 보존되고 있다. 환경부의 멸종위기종 I급이면서 천연기념물 제330호인 수달이 서식하고 있으며, 멸종위기 야생생물 II급에 해당하는 좀수수치가 하천에 서식한다.  또한 멸종위기 II급에 조류인 붉은해오라기, 새홀리기, 수리부엉이, 팔색조, 삼광조 등 5종이며 특정종은 흑로, 붉은배새매, 황조롱이, 검은등뻐꾸기, 뻐꾸기, 벙어리뻐꾸기, 두견, 쏙독새, 물총새, 할미새사촌, 노랑때까치, 검은딱새, 꾀꼬리 등 13종이 서식한다."
금오도,섬의 개요,기본 정보,이름 유래,금오도라는 이름은 어디서 유래했어?,섬의 모양이 자라 같이 생겼다하여 ‘자라 오(鰲)’자를 써서 금오도라 하였다고 하는데 잘못된 해석으로 보인다.
금오도,섬의 개요,기본 정보,이름 유래,금오도는 왜 금오도라고 불리게 된 거야?,황장봉산이었던 금오도는 나무가 우거져 멀리서 보면 검게 보였다고 하여 '거무섬'이라고 부른 것을 한자화하면서 금오도라 하였다.
금오도,역사와 문화,역사적 연혁,역사,금오도의 역사에 대해 시대순으로 설명해 줘.,"금오도는 삼국시대 때 백제에 편입되어 삽평군 예하의 돌산현에 속하였다가 5세기 중반에 대가야에 일시적으로 편입되었는데 이때는 하다리현에 속하였다. 통일신라시대에는 여산현에 속하였고, 고려시대에는 돌산현에 속하였다. 
조선시대에는 1396년까지 순천부에 소속되었고 1413년 내례포 만호진 관할 아래 있었으며 1479년 전라좌수영의 관할이었다. 황장봉산으로 사람의 출입이 제한되다가 1885년(고종 22년) 선민회 반포로 봉산이 해제되었다. 이때 당시 관의 포수였던 박씨가 아들 3형제를 데리고 섬에 들어와 두포에 정착하였다고 한다. 1896년에는 두라도, 화태도, 황간도, 안도와 함께 돌산군 금오면에 편입되었다. 1914년에는 여수군에 소속되었다가 1917년 금오면을 남면(南面)으로 개칭하였다. 1949년 여천군에 편입되었으며 1998년 3여통합으로 여수시 남면으로 개칭되었다."
금오도,역사와 문화,역사적 연혁,문헌 기록,옛날 문헌이나 지도에 금오도에 대한 기록이 남아있어?,"조선시대 금오도는 궁궐을 짓거나 보수할 때, 임금의 관(棺)을 짜거나 판옥선 등의 전선(戰船)을 만들 재료인 소나무를 기르고 가꾸던 황장봉산(黃腸封山)이었다. 소나무의 중요성 때문에 민간인의 출입이 통제되었던 기간도 길었는데, 봉산으로서 금오도에 관한 기록은 조선왕조실록에 자주 나타난다. 이 외에도 『일성록』과『승정원일기』, 돌산군의 역사책인 『여산지(廬山誌)』에도 금오도에 대한 기록이 나타난다.
또한, 임진왜란 직전 금오도의 지리적 중요성에 대해서 이순신 장군도 크게 관심을 가지고 있었음이 『난중일기』에도 나타나 있다."
금오도,인문·사회 환경,인구 및 마을,마을 정보,금오도에 있는 주요 마을 이름과 그 유래를 알려줘.,"금오도는 큰 섬이라서 4개 리에 마을도 14개가 있다. 
1) 우학리
우학리는 내외진마을, 우실마을, 학동마을 등 3개 마을로 구성되어 있으며 우실마을에서 ‘우 자’, 학동마을에서 ‘학 자’를 따와서 우학리라 칭했다. 먼저 내외진(內外軫) 마을은 남면사무소가 위치한 마을로써 1860년 인근 도서인 안도에서 화재(경신대화재)가 발생했을 때 그곳에 살던 함양여씨 웅섭이 생활터전을 찾아 당시 봉산으로 조선 왕실에서 민간인 입주를 금지시켰던 이곳에 몰래 숨어 들어와 정착하였는데 뒤를 이어 안도에서 김해김씨 재화와 돌산에서 밀양박씨 흥언이 이주해 와서 마을을 형성해 살던 중 서기 1885년 선민회(鮮民會) 혹은 허민회(許民會) 반포에 의거 봉산 해제로 민유화가 시작되어, 죽산안씨 무서와 성주배씨 윤영 등이 이주해 와 개척을 시작해 마을이 형성되었다고 한다.
우실(牛室)마을은 1868년 화양면에 거주하던 전주이씨 화숙이 생계가 어렵게 되자 새로운 삶의 터전을 찾아다니다 금오도의 건바위 끝 해안에 내려 몰래 밭을 일구고 처음 정착했으며, 이후 김해김씨, 밀양박씨 등이 이주해 와 마을이 형성되었다고 한다. 금오도를 개척할 때 주민들이 바다와 마을 사이에 우실을 만들어 ‘우실이 있는 마을’이란 의미로 우실마을이 마을 이름이 되었다. ‘우실’은 파도나 해풍으로부터 마을을 보호하려는 목적으로 쌓은 울타리로, 돌로 쌓거나 굵은 기둥을 박아 목책을 세우기도 하였으며, 나무를 심어 조성하기도 했다. 지역에 따라 우실, 우슬, 우술, 마을돌담, 방풍림, 방조림 등으로 호칭한다. 
학동(鶴洞) 마을은 1878년경 화양면 장등에 살던 김녕김씨 화봉 형제가 도피하여 들어왔다가 아주 숨어 살게 됐다고 전한다. 이후 1880년경 삼산면 손죽도에 살던 김해김씨 유원이 들어오고 이어서 창원황씨, 밀양박씨, 경주최씨 등이 이주해 와 마을이 형성되었다고 한다. 마을 서쪽에 “큰 멀개”와 “작은 멀개”가 있고 동쪽에 있는 산의 모형이 학의 모양과 같다고 하여 원학이라고 부르다가 해방 후 학동이라고 고쳐 부르게 되었다고 한다. 

2) 두모리(斗母里)
두모리는 모하마을과 두포마을, 직포마을 등 3개 마을로 구성되어 있다. 두포마을에서 ‘두 자’, 모하마을에서 ‘모 자’를 따서 두모리라 하였다. 모하(母賀)마을은 고흥군 외나로도 창포에 살던 김녕김씨 승백이 금오도에 입주가 가능하다는 말을 듣고 일가를 인솔하고 건너왔으나, 해변가에는 이미 다른 사람들이 자리를 잡고 있어 내를 따라 깊숙이 들어와 처음 정착했다 한다. 이후 전주이씨, 밀양박씨 등이 이주해 오면서 마을이 형성되었다 전한다. 마을 북부에 “누에머리”, “석문동”, 동부에 “사장골”, “연화동”이 있으며, 원래 이 마을에는 목화가 잘 되었던 곳으로 “목화동”이라 했다고 한다. 옛 가정에서 어머니가 하는 일이 주로 길쌈이어서 누에고치와 목화를 상징하는 “母”자와 옷이 귀한 자식에게 의복을 입혀줌이 경사스러워 “賀”자를 써서 마을 이름을 모하라 지었다고 유래한다.
두포(斗浦)마을은 관의 도포수(都砲手)였던 박치안이 1885년 처음 입주했고, 같은 해 금오도 조정에서 권농관이 파견되어 지금의 두모리 1367번지에 관사를 짓고 살았다. 1889년 6월 최순익이 초대 금오도 둔장(屯長)으로 임명받아 두포에 들어오면서 본격적인 마을이 형성되었으며, 두포는 초기 금오도 개척의 중심지였다. 금오도가 봉산이었을 당시 사슴 수렵을 위해 내려오는 관포수들이 처음 도착한 개라 하여 “첫개(한자어로 初浦)”라 부르다가 그 후 옥녀봉에 내려오는 전설에 의해 두포라 하였다 한다. 옥녀봉의 옥녀가 이곳 상거리(뽕나무 키우는 곳)에서 뽕을 따다 누에를 치고 누에고치는 말(斗)로 양을 측정하므로 인접마을인 모하가 곡창지대라 하여 곡식과 누에의 부피를 확인하는 말(斗)이 있어야 한다고 두포라 했다 한다.
직포(織浦)마을은 1835년 화정면 개도에서 살던 천안김씨 인준과 밀양박씨 운구가 몰래 숨어 들어와 처음 정착했다 한다. 현재 마을의 노송 30여 그루는 그들이 정착 당시 방풍림으로 심었던 것이라 전해진다. 마을 동쪽 옥녀봉 살던 선녀인 옥녀가 인근 모하, 두포마을에서 목화와 누에고치를 가져와 이곳에서 베를 짰다는 전설이 있다. 그로 인해 베틀에서 날실의 틈을 고르게 해주는 도구인 보디(보대)에서 이름을 따 “보대”라 불렀고 한자로 옮기는 과정에서 직포란 이름으로 바뀌었다 한다.

3) 유송리(柳松里)
유송리는 함구미마을, 송고마을, 여천마을, 대유마을, 소유마을 등 5개 마을로 구성되어 있으며, 대유마을의 ‘유 자’와 송고마을의 ‘송 자’를 따와서 유송리라 하였다.
함구미(含九味)마을은 1885년 화정면 개도에서 살던 김해김씨 익지 부부가 배를 타고 건너와 처음 정착했으며, 이후 성주배씨, 남평문씨, 전주이씨, 나주나씨 등이 들어와 숯을 굽고 땅을 일구어 살며 마을이 형성되었다 한다. 마을 서쪽에 대대산 줄기 끝부분이 용의 머리와 같이 생겼다 하여 용두라는 지명과 함께 해안변이 기암절벽으로 이루어져 아홉 골짜기의 절경을 이뤄 이를 상징 함구미라 부르게 되었다고 한다.
송고(松高)마을은 1879년경 소라면 달천에 살던 김해김씨 양단이 조정의 명으로 금오도에 사슴 사냥을 나왔다가 이곳을 발견하고, 가족과 함께 이주해 와 처음 정착하게 되었으며, 이후 밀양박씨, 나주김씨 등이 들어와 마을이 형성되었다고 전한다. 예로부터 “솔고지”라 부르다가 송고(松高)라고 이름 지었다 한다. 솔고지는 가늘고 긴 곶이란 의미로 마을 서북쪽에 위치한 지형에서 유래한 이름이다. 
여천(汝泉)마을은 1886년 돌산도에 살던 4형제 중 막내인 전주이씨 영주가 아버지가 돌아가시자 이곳에 들어와 처음 정착했으며 이후 김해김씨, 전주이씨 등이 들어와 마을이 형성되었다 한다. 마을 뒤편에 대부산의 줄기를 타고 대목산이 자리 잡고 있는데 그 산이 뻗어 내리면서 작은 봉우리 2개를 형성하고, 그 모양새가 여자의 젖가슴처럼 생겼으며 그 산줄기를 따라 흐르는 계곡물이 맑고 깨끗해 여천(女泉)으로 불리다가 여천으로 고쳐 사용했다고 한다. 
대유(大柳)마을은 1869년경 돌산에서 살던 천안전씨 덕순이 마을 앞의 작은 섬 수항도(首項島)에 가족을 데려와 살다가 버들개 마을로 몰래 숨어 들어와 정착을 시작했다고 한다. 이후 1872년경 돌산에서 성주배씨 근오가 이주해 왔고 동학 혁명에 가담했다가 피신처를 찾아 숨어 들어오는 사람들이 생기면서 마을이 형성되었다고 전한다. 마을을 이루고 있는 해변의 들이 버드나무처럼 길게 뻗어있어 버들개라고 부르기 시작하였다.
소유(小柳)마을은 1838년경 돌산도 봉양에서 살던 밀양박씨 주언이 정착했고 이후 성주배씨, 곡성마씨 등이 이주해 와 마을이 형성되었다 한다. 버들개 마을의 호수가 점점 늘어나게 됨게 따라 지형적인 여건상 ""큰 버들개""와 ""작은 버들개""로 분리되어 소유(小柳)로 명명되었다고 한다. 지금도 일부 주민들은 ""작은 버들개""라고 부르고 있다. 

4) 심장리(深張里)
심장리는 심포마을과 미포마을, 장지마을 등 3개 자연 마을로 구성되어 있으며, 심포마을에서 ‘심 자’, 장지마을에서 ‘장 자’를 따와서 심장리라 하였다.
심포(深浦)마을은 1850년경 전주이씨 풍년이 역적으로 몰려 도망 다니다 형과 함께 처음으로 이곳에 숨어 들어와 살았다 한다. 이후 1860년 안도 대화재 때 김해김씨 영섭과 초계최씨 윤경 등 이재민이 이주해 오면서 본격적인 마을이 형성되었다 한다. 마을이 위치한 곳이 금오도의 남서쪽 포구로써 포구가 깊다하여 “깊은 개”라 부르다 심포로 명명되었다 한다.
미포(尾浦)마을은 1850년경 화정면 사도에 살던 인동장씨 성옥, 성철 형제가 고기잡이를 하다가 폭풍을 만나 이곳에 표류한 뒤 식솔들을 모두 이끌고 들어와 정착했다 한다. 그후 1860년 안도에 대화재가 발생하면서 김해김씨, 밀양박씨, 진주강씨 등 이재민들이 이주해 와서 마을이 형성되었다고 한다. 조선시대 심포 망산이 있는 곳의 ‘해안마을’이란 의미로 망기미라고 부른데서 마을 이름이 유래하였다. 그런데 어느 날 지관이 우학리를 소에 비유하여 이 마을의 해안 돌출 부분이 소의 꼬리에 해당된다고 하여 미포라 부르게 되었다 한다. 지금도 이 마을을 “망끄미”라 부르고 있다.
장지(張芝) 마을은 1800년경 김해김씨가 부근 섬 안도에 유배되어 살다가 돌아가지 못하고 장지마을에 건너와 정착하였다고 전해지는데 현재 후손들은 없다. 1860년 안도에서 살던 김해김씨 세도가 안도 대화재 이후 몰래 숨어 들어와 정착했고, 이어 경주임씨, 전주이씨 등이 이주해 오면서 마을이 형성되었다 한다. 마을 해변이 길게 늘어져 자갈이 깔려있다 하여 “진작지”로도 불러오다가 장지마을이라 부르게 되었다. 지금도 마을사람들은 진작지라고 부른다.

"
금오도,역사와 문화,유적 및 유물,대표 문화유산,금오도의 가장 대표적인 문화유산은 뭐야?,"1) 금오도의 송광사
함구미마을 뒷산에는 6,000여 평쯤 되는 넓은 평지가 있는데, 산봉우리 바로 밑에 있는 이곳을 이곳 사람들은 ‘절 터’라고 부르고 있다. 옛날 어떤 도사가 이곳에서 지팡이를 한번 내리쳐 절터를 다듬은 뒤 절을 짓고 불공을 드렸는데, 하루는 상좌 아이가 부처님께 공양을 드리기 위해 쌀을 씻던 중 그만 잘못하여 수십 길 벼랑 아래로 떨어져 죽어버렸다. 도사가 이곳을 떠나면서 지팡이를 쳐 산봉우리를 무너지게 하여 절의 흔적을 없애 버렸다는 이야기가 전해지고 있다. 지금도 상좌 아이가 쌀을 씻던 곳을 ‘뜨물통’이라고 부르고 있으며, 쌀을 씻던 절벽 위에는 쌀뜨물처럼 보이는 하얀 흔적이 남아 있다. 현재 대부분의 마을 사람들은 실제로 절이 있었을 것으로 믿고 있다. 
전설에 의하면 보조국사가 모후산에 올라가 좋은 절터를 찾기 위해여 나무로 조각한 새 세 마리를 날려 보냈는데 한 마리는 순천 송광사 국사전에, 한 마리는 여수 앞바다 금오도에, 한 마리는 고흥군 금산면 송광암에 앉았다고 하며, 이것을 삼송광(三松廣)이라 부른다고 전한다.
광무 3년(1899) 돌산 군수 서병수가 편찬한 『여산지(廬山誌)』에 “고려 명종 25년(1195) 보조국사 지눌이 남면 금오도에 절을 짓고 이름을 송광사(松廣寺)라고 했다.”라는 기록을 통해 볼 때 함구미 뒷산의 절터는 송광사의 옛 터로 추정할 수 있다.

2) 이기풍 목사 순교기념비
이기풍 목사의 신사참배 거부로 인한 순교와 그의 순교를 기리는 기념비로 2008년 10월에 24일에 건립되었다. 이기풍 목사는 한국교회 최초의 선교사로 1868년11월21일 평양 순영리에서 출생하였고 1942년 6월20일 아침 8시에 우학리교회에서 사택에서 사망하였다. 이기풍 목사의 유해는 우학리에 안장되었다가 1953년 5월 9일 전남노회 주선으로 광주기독교인의 묘지에 이장되었다가 후손들의 뜻에 따라 1988년 4월 광주제일교회 묘지에 이장되어 있다."
금오도,역사와 문화,역사적 연혁,주요 사건,금오도에서 과거에 있었던 중요한 사건이 있다면 알려줘.,"금오도 개발과 이주회 
황장봉산으로 지정되어 사람이 살지 못했던 금오도에 다시 사람이 들어가 살기 시작한 것은 19세기 말로 이는 이주회(李周會)와 밀접한 연관이 있다. 고종 21년(1884) 금오도의 봉산이 해제되어 좌수영 소유지로 이관되자, 막장이었던 이주회의 건의에 따라 고종 22년 일반인에게 개간을 허가함으로써 사방에서 이주민들이 모여 들어 불과 10년 이내에 골짜기마다 많은 마을을 이루게 되었다."
금오도,인문·사회 환경,주요 산업 및 경제,주요 생업,금오도 주민들은 주로 어떤 일을 하면서 살아?,"농사와 어업을 주로 하였으나, 비렁길 개통이후 식당이나 숙박업 등 관광업에 종사하는 사람들도 늘어났다."
금오도,인문·사회 환경,주요 산업 및 경제,주요 산업,"금오도의 주된 산업은 어업이야, 아니면 농업이야?","고령화로 농사(특히 방풍)를 짓는 사람이 더 많지만, 매출액은 어업이 더 큰 규모를 차지한다. 관광업 비중도 늘어났다."
금오도,인문·사회 환경,주요 산업 및 경제,특산물,금오도에서 나는 대표적인 특산물은 뭐야?,방풍
금오도,역사와 문화,유적 및 유물,지정 문화재,금오도에 국가지정문화재나 도지정문화재가 있어?,1981년 다도해 해상 국립공원으로 지정되었다.
금오도,역사와 문화,대표 인물 및 설화,관련 인물,금오도와 관련된 역사적 인물이 있어?,"이주회, 이기풍 목사"
금오도,역사와 문화,대표 인물 및 설화,전설/설화,금오도에 전해져 내려오는 전설이나 옛날이야기를 해줘.,"1) 꽃사슴이 살았던 거무섬 – 두포 
옛날부터 금오도(거무섬)는 경치가 너무 아름다워서 한양에 있는 왕과 왕족들의 놀이터로 정했다. 그때 왕과 왕족들이 키웠던 꽃사슴이 오랫동안 거무섬에 많이 살았다고 한다.
  
2) 다시랑(신랑봉, 新郞峰) 전설 – 내외진 
내외진마을 북쪽에 ""다시랑""(일명 신랑봉)이 있고, 건너마을에 옥녀봉이 있다는 전설이 전해져 온다. 옛날 하늘나라의 선녀가 인간세상의 남자와 서로 사랑하여 하늘나라에서 쫓겨나고 말았다. 그래도 선녀와 남자가 헤어지지 않고, 금오도에 숨어 사는 것을 보고 화가 난 옥황상제가 만나지 못하게 바위로 만들어 버렸다. 이후 남자는 다시랑봉이 되고 선녀는 옥녀봉이 되어서 영원히 서로 마주 보게 되었다는 전설이 전해오고 있다.
한편, 다시랑(봉)에 “남자바위”와 “여자바위”가 있는데 이 마을의 사랑하던 두 젊은 남녀가 산에 올라 놀다가 갑자기 천둥과 번개가 쳐서 산을 내려오지 못하고 바위 밑에 숨어 있었다. 그러나 숨어있던 바위에 벼락이 떨어지는 바람에 두 남녀는 바위로 변했다고 전해지고 있다.

3) 옥녀봉 전설 - 우실
하늘에 살던 네 명의 선녀가 금오도의 아름다움을 알고 놀러 내려오게 되었다. 놀이가 끝난 후 셋은 승천하고 한 선녀만이 올라가지 못하고 금오도에 살게 되었는데, 그 선녀를 옥녀라고 불렀다. 하루는 옥녀가 바위 위에서 베를 짜다가 베틀의 북을 놓친 것이 유송리 소유 앞바다에 빠져 ""납덕섬""이 되었다는 전설이 전해오고 있다. 
그래서 옥녀봉 산 밑에서 벌채를 하면 옥녀의 치마를 벗기는 것과 같고, 옥녀가 노하여 마을에 재앙을 준다고 하여 옥녀봉에서 벌채는 삼갔다고 한다.

4) 비사리 구시에 관한 전설 - 함구미
조선말 대원군은 경복궁 재건 시에 함구미 마을에서 재건에 필요한 소나무와 목재를 반출해 갔다 한다. 반출 도중에 비사리 나무 하나를 순천 송광사로 가져가 밥을 담는 구시로 만들었으며 얼마 전까지만 해도 그 비사리 구시가 순천 송광사에 남아 있었다 한다. 현재 송광사에 남아있는 나무 구시는 남원에서 가져온 것이다.

5) 용머리 바위에 관한 전설 – 함구미
함구미마을 서쪽 끝에 용머리라는 곳이 있는데 바다에서 바라보면 마치 용이 바다로 기어 나오는 형상을 하고 있다. 특히 용두에는 용이 여의주를 물고 있는 형태의 바위가 있었는데 어떤 주민이 이 바위를 빼내어 바다로 굴려 버렸다 한다. 그 해 마을의 젊은이들이 차례로 죽어나가자, 이는 여의주를 훼손한 죗값이라고 생각한 주민들이 제사를 지내어 달래었다고 한다. 이 소문이 멀리 퍼져 이곳을 지나는 배들도 닻을 내리고 고사를 지낸 다음 항해를 계속하였다는 전설이 있다.

6) 절터에 관한 전설 - 함구미
함구미마을 뒷산에 약 6,000평이 되는 넓은 평지가 있는데 높은 산봉우리 바로 밑에 있는 이곳을 언제부터인가 사람들은 절터라고 부르고 있다. 구전되어 오는 얘기로는 옛날 어떤 도사가 이곳에서 지팡이를 한 번 두들겨 절터를 만들어 절을 짓고 불공을 드렸다 한다. 하루는 상좌 아이가 부처님에게 공양을 드리기 위해 쌀을 씻던 중 그만 잘못하여 수십길 벼랑 아래로 떨어져 죽자, 도사가 이곳을 떠나면서 지팡이를 쳐 산봉우리를 무너지게 하여 절의 흔적을 없애 버렸다하는 얘기가 전해 내려오고 있다. 지금도 상좌 아이가 쌀을 씻던 곳을 “뜨물통”이라 부르고 있으며 쌀을 씻던 절벽 위에는 하얀 쌀뜨물 흔적이 남아 있다. 
현재 주민 대부분은 옛날에 실제로 절이 있었을 것으로 믿고 있는데 이를 뒷받침하는 것으로 “귀객기”에 의하면 고려 명종조에 보조국사가 금오도의 송광사와 조계산 송광사 간을 왕래하면서 돌산 은적암에서 휴식을 취하였다는 기록이 있다. 

7) 신선대에 관한 전설 - 두포
두포마을 북쪽 해안에 신선대라는 곳이 있는데, 경치가 아름다워 신선이 살았었다는 전설이 있으며 신선들이 쌓았다는 큰 돌탑이 남아 있다.

8) 불무골 전설 - 두포
두포마을 북쪽에 “불무골”이라는 곳이 있는데 옛날 사슴을 잡기 위해 포수들의 사냥도구를 제작, 수선하기 위한 불무가 설치되어 있던 관계로 ""불무골""이라고 불리어졌다고 한다. 또한 이곳에서 나라의 세금을 실어 나르는 조운선을 건조했었다는 얘기가 전해지고 있다.

9) 당제와 호랑이 전설 - 여천
80여년 전 마을 당제를 모실 때에 호랑이 한 쌍이 나타나 당제를 모시는 동안 근처를 배회하다가 당제가 모두 끝나면 돌아갔다는 얘기가 전해져 내려오고 있다. 

10) 대감산소등 전설 - 심포
약 1800년대 말 심포마을에 이주회(일명 이풍년)란 사람이 귀양을 왔었는데, 구전에 의하면 조정에서 상당한 벼슬자리에 있었던 분으로 일어, 중국어 등을 능히 구사하였다 한다. 그리고 명성이 자자해 본 금오도를 지나는 일본인들이 필히 문안 인사를 드렸을 정도라 한다.
심포마을에 우뚝 솟은 산인 망산이라는 이름은 이대감이 이 산을 바라보면서 향수와 유배의 한을 달래며 바라보았다 해서 명명되었다고 한다. 망산 오른편에는 “대감산소등”이라는 작은 봉우리가 있다. 당시 이대감이 이 산의 명당자리에서 아래로 묘를 이장하였는데 이장 후 3일 만에 뇌성벽력으로 위에 있던 바위가 묘 아래로 굴러떨어졌다고 한다. 그때 대감은 좋지 않은 일이 생길 것 같은 우려로 깊은 좌절과 허탈에 빠졌다고 전해지고 있다. 풍수에 의하면 바위가 위에 있을 때는 후손들 중에 충신 명재상이 날 자리였는데 바위가 밑으로 굴렀음은 역적이 날 자리로 하늘의 뜻이 작용했다는 것이다. 그 후 대감은 유배에서 풀려나게 되고 상경하면서 부친의 묘를 다시 옮겨갔으며, 모종의 변란에서 역적으로 몰려 처형되었다고 전해진다. 

11) 거문고를 타는 옥녀와 풍수지리 - 남면일대
조선시대 방답진이 있었던 돌산도의 군내리 뒷산인 아뒤산 계곡을 옥녀가 거문고를 타는 지세인 옥녀탄금혈이라고 전해왔다고 한다. 그래서 군내리 앞에 있는 남면의 섬들은 거문고 연주와 함께 하는 악기에 비유하였는데, 이 주변의 지세가 개선장군을 환영하는 지세였기 때문이었다고 한다. 그래서 옥녀는 천왕산이요 거문고는 돌산의 송도이며, 송도리 앞의 장구섬은 장구, 나발도는 나팔, 화태도는 췻대, 월호도는 징이며, 자봉도는 꾕과리, 두리도는 북이라고 한다. 횡간도의 채얼채라는 둑이 있는데 채얼은 옛날 천막을 이름이요 그래서 채얼 아래서 구경하는 구경꾼이라고 하며 안도의 기러기와 연도의 솔개가 춤을 추며 노는 형국으로 옛 방답진 앞 바다의 여러 섬이 풍수지리의 기운으로 전쟁을 하더라도 항상 개선할 것이란 믿음을 심어주었던 전설로 생각된다. "
금오도,생활과 민속,생활 문화,향토 음식,금오도 사람들이 즐겨 먹는 향토 음식이 있다면 소개해 줘.,방풍나물
금오도,생활과 민속,신앙 및 의례,전통 풍습,금오도에서 전통적으로 내려오는 마을 제사나 풍습이 있어?,"두모리 두포마을은 해마다 마을의 공동제사를 정성스럽게 거행하는데, 이를 ‘당제’ 혹은 ‘당 모신다’라고 한다. 매년 정월 초하룻날에 마을 동북쪽에 있는 ‘제당산’의 당집에서 제를 지냈다. 노령화 등으로 지금은 당제를 지내지 않는다.
심장리 미포마을에서는 매년 음력 1월 1일 0시에 매년 마을 공동으로 제를 모셨는데, 마을 사람들은 이를 일러 당산제라고 하며 다르게 부르는 이름은 없었다. 약 50년 전에 단절되었다.
심장리 장지마을에서 지냈던 공동 제의는 당제와 헌식제가 있었다. 당제는 음력 1월 14일 밤 8시부터 지냈고, 당제가 끝나면 곧이어 선창가에서 헌식제를 지냈다. 현재는 명맥이 끊겼다. 
유송리 송고마을에서는 매년 정월 초사흗날에 마을 뒷산의 상당과 마을 앞 소나무 숲인 중당에서 마을 공동으로 제사를 지내는데, 이를 ‘당산제’ 혹은 ‘당주 모신다’고 한다. 부대행사인 용왕제는 마을회관 앞 바닷가에서 지내고 있다. 현재까지도 당제를 모시고 있다.
여천마을에서는 섣달 그믐날 밤 해시로부터 정월 초하루 자시에 걸쳐 올렸던 제사와 삼월 보름날 밤 자정에 올렸던 제사를 당제라 불렀다. 지금은 단절되었다."
